CLAVE CCT,TURNO,NIVEL,SOSTENIMIENTO,NOMBRE,CALLE,NUMERO,COLONIA,LOCALIDAD,MUNICIPIO,LATITUD,LONGITUD
 01DPR0641Q, 1 - MATUTINO  , PRIMARIA, PÚBLICO, J. GUADALUPE PERALTA GAMEZ, CALLE HNOS. GALEANA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.858203, -102.265307
 01DPR0643O, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CUITLAHUAC, CALLE ARTILLERO MIER MORELOS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.856891, -102.256287
 01DPR0644N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JESUS MARIA ROMO ROMO, CALLE XOLOTL, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.865559, -102.245688
 01DPR0646L, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JESUS MARIA ROMO ROMO, CALLE XOLOTL, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.865559, -102.245688
 01DPR0647K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MARIANO JIMENEZ, AVENIDA SIGLO XXI, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.85384, -102.265089
 01DPR0648J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, VICENTE LOMBARDO TOLEDANO, AVENIDA OJOCALIENTE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893859, -102.258495
 01DPR0649I, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, VICENTE LOMBARDO TOLEDANO, AVENIDA OJOCALIENTE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.893859, -102.258495
 01DPR0650Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FELIPE ANGELES, CALLE ARTICULO 35, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.933642, -102.27974
 01DPR0651X, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MONTSERRAT MORENO, CALLE ENRIQUE C. REBSAMEN, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.856558, -102.310647
 01DPR0652W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DIEGO RIVERA, CALLE CARLOS FUENTES, 627, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.918741, -102.264788
 01DPR0653V, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, DIEGO RIVERA, CALLE CARLOS FUENTES, 627, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.918741, -102.264788
 01DPR0654U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ROSARIO CASTELLANOS, CALLE ESTRELLA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.864709, -102.267028
 01DPR0655T, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MOCTEZUMA, CALLE MARIANO ARISTA, 111, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.858405, -102.249584
 01DPR0659P, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, CONVENCION DE AGUASCALIENTES, CALLE TLAQUEPAQUE, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.883868, -102.334483
 01DPR0660E, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, HEROES DE LA INDEPENDENCIA, CALLE MA. CONCEPCION HERNANDEZ, 0, URBANO, NORIAS DE OJOCALIENTE, AGUASCALIENTES, 21.889444, -102.215556
 01DPR0661D, 1 - MATUTINO  , PRIMARIA, PÚBLICO, CUAUHTEMOC II, CALLE SIERRA DE LAS GARZAS, 412, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.906687, -102.253333
 01DPR0662C, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, CUAUHTEMOC II, CALLE SIERRA DE LAS GARZAS, 412, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.906687, -102.253333
 01DPR0664A, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, LIC. PRIMO VERDAD, CALLE J. GUADALUPE NAJERA, 0, URBANO, VILLA LICENCIADO JESÚS TERÁN (CALVILLITO), AGUASCALIENTES, 21.825833, -102.188522
 01DPR0665Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RAQUEL CELESTINO SALAZAR, CALLE FERNAN GONZALEZ DE ESLAVA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.927657, -102.261679
 01DPR0666Z, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, RAQUEL CELESTINO SALAZAR, CALLE FERNAN GONZALEZ DE ESLAVA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.927657, -102.261679
 01DPR0667Y, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ANTONIO LANDIN RODRIGUEZ, CALLE CALIXTO SERNA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873286, -102.239322
 01DPR0669W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, SEMBLANZA NACIONAL, CALLE IZAAC DE LA PEÑA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.933759, -102.265345
 01DPR0670L, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JUAN H. RAMIREZ MARTIN DEL CAMPO, CALLE IZAAC DE LA PEÑA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.933759, -102.265345
 01DPR0671K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ALEJANDRO TOPETE DEL VALLE, AVENIDA MAYA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.91064, -102.242474
 01DPR0672J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ESCUELA PRIMARIA DEL DEPORTE, CALLE FELIPE PESCADOR, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.885915, -102.277949
 01DPR0674H, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ANTONIO LANDIN RODRIGUEZ, CALLE CALIXTO SERNA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873286, -102.239322
 01DPR0676F, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ALEJANDRO TOPETE DEL VALLE, AVENIDA MAYA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.91064, -102.242474
 01DPR0677E, 1 - MATUTINO  , PRIMARIA, PÚBLICO, LUIS DONALDO COLOSIO MURRIETA, CALLE JOSE ANGEL CONCHELLO DAVILA, 0, RURAL, CUMBRES III, AGUASCALIENTES, 21.922222, -102.2375
 01DPR0679C, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ANTONIO TORRES REYES, CALLE JOSE TRINIDAD VELA SALAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873616, -102.231149
 01DPR0682Q, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, TERESA ARTEAGA DE FLORES MAGON, CALLE ALTEA, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.856493, -102.245822
 01DPR0683P, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ANTONIO TORRES REYES, CALLE JOSE TRINIDAD VELA SALAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.873616, -102.231149
 01DPR0685N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JUANA DE ASBAJE, CALLE ADALBERTO SANTACRUZ DE SANTIAGO, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.931379, -102.252007
 01DPR0686M, 1 - MATUTINO  , PRIMARIA, PÚBLICO, SIMBOLOS PATRIOS, CALLE JUAN G. ALVARADO, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.939649, -102.257089
 01DPR0687L, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ISMAEL COLLAZO GARCIA, CALLE PALMA MEXICANA, 302, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.862889, -102.240983
 01DPR0688K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, TEMACHTIANI, CALLE LOMA DE LA PLATA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.84902, -102.258835
 01DPR0689J, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, SIMBOLOS PATRIOS, CALLE JUAN G. ALVARADO, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.939649, -102.257089
 01DPR0690Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MARTA E. GALLARDO TOPETE, CALLE MAESTRO JUAN ARELLANO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.896195, -102.240909
 01DPR0694V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RUBEN REYNA MACIAS, CALLE LOMAS DE LAS CALANDRIAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.914084, -102.244804
 01DPR0697S, 1 - MATUTINO  , PRIMARIA, PÚBLICO, 2010 BICENTENARIO DE LA INDEPENDENCIA DE MEXICO, CALLE SEBASTIAN DE LARA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.931973, -102.255375
 01DPR0698R, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, 2010 CENTENARIO DE LA REVOLUCION MEXICANA, CALLE SEBASTIAN DE LARA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.931973, -102.255375
 01DPR0701O, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JUANA DE ASBAJE, CALLE ADALBERTO SANTACRUZ DE SANTIAGO, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.931379, -102.252007
 01DPR0702N, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ISMAEL COLLAZO GARCIA, CALLE PALMA MEXICANA, 302, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.862889, -102.240983
 01DPR0703M, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, TEMACHTIANI, CALLE LOMA DE LA PLATA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.84902, -102.258835
 01DPR0704L, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, RUBEN REYNA MACIAS, CALLE LOMAS DE LAS CALANDRIAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.914084, -102.244804
 01DPR0705K, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RUBEN REYNA MACIAS, CALLE SANTIAGO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.880827, -102.237834
 01DPR0706J, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, RUBEN REYNA MACIAS, CALLE SANTIAGO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.880827, -102.237834
 01DPR0707I, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, CRISTOBAL COLON, CALLE 20 DE NOVIEMBRE, 0, RURAL, MONTORO, AGUASCALIENTES, 21.754472, -102.302753
 01DPR0709G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, ANTONIO ACEVEDO ESCOBEDO, AVENIDA LOMAS DE AGUASCALIENTES, 0, RURAL, LOMAS DEL SUR [FRACCIONAMIENTO], AGUASCALIENTES, 21.828333, -102.265278
 01DPR0710W, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSE REFUGIO ESPARZA REYES, CALLE CULTURA TARAHUMARA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.90697, -102.239609
 01DPR0711V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, OCTAVIO PAZ, CALLE SUR, 101, RURAL, GRANJAS FÁTIMA, AGUASCALIENTES, 21.780556, -102.347767
 01DPR0712U, 1 - MATUTINO  , PRIMARIA, PÚBLICO, FRIDA KAHLO, NINGUNO NINGUNO, 0, RURAL, EL HOTELITO, AGUASCALIENTES, 21.867789, -102.186109
 01DPR0715R, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, GENERAL DE DIVISION ENRIQUE ESTRADA, CALLE EMILIANO ZAPATA, 0, RURAL, ARELLANO, AGUASCALIENTES, 21.800833, -102.274444
 01DPR0720C, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ANTONIO ACEVEDO ESCOBEDO, AVENIDA LOMAS DE AGUASCALIENTES, 0, RURAL, LOMAS DEL SUR [FRACCIONAMIENTO], AGUASCALIENTES, 21.828333, -102.265278
 01DPR0723Z, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSEFA ORTIZ DE DOMINGUEZ, CALLE PROLONGACIÓN FRUTALES, 120, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.925574, -102.266425
 01DPR0724Z, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JOSE REFUGIO ESPARZA REYES, CALLE CULTURA TARAHUMARA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.90697, -102.239609
 01DPR0725Y, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, ELVIA CARRILLO PUERTO, CALLE PROLONGACIÓN FRUTALES, 120, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.925574, -102.266425
 01DPR0728V, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JOSÉ JESÚS GONZÁLEZ RIVAS, CALLE JOSÉ MORÁN RUÍZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.93577, -102.26252
 01DPR0729U, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JOSÉ JESÚS GONZÁLEZ RIVAS, CALLE JOSÉ MORÁN RUÍZ, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.93577, -102.26252
 01DPR0730J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JACINTO CANEK, CALLE MARTÍN PESCADOR, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.924317, -102.242831
 01DPR0731I, 1 - MATUTINO  , PRIMARIA, PÚBLICO, DESIDERIO MACÍAS SILVA, CALLE ARQUITECTO CARLOS AGUILERA VILLEGAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.899599, -102.23761
 01DPR0732H, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, DESIDERIO MACÍAS SILVA, CALLE ARQUITECTO CARLOS AGUILERA VILLEGAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.899599, -102.23761
 01DPR0733G, 1 - MATUTINO  , PRIMARIA, PÚBLICO, RAFAEL FRANCISCO AGUILAR LOMELÍ, AVENIDA DE LAS PRESAS, 301, RURAL, HACIENDA SAN MARCOS [FRACCIONAMIENTO], AGUASCALIENTES, 21.8052, -102.267342
 01DPR0734F, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, RAFAEL FRANCISCO AGUILAR LOMELÍ, AVENIDA DE LAS PRESAS, 301, RURAL, HACIENDA SAN MARCOS [FRACCIONAMIENTO], AGUASCALIENTES, 21.8052, -102.267342
 01DPR0736D, 1 - MATUTINO  , PRIMARIA, PÚBLICO, TIERRA DE LA GENTE BUENA, AVENIDA BICENTENARIO DE LA INDEPENDENCIA PONIENTE, 100, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879288, -102.228198
 01DPR0737C, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, JACINTO CANEK, CALLE MARTÍN PESCADOR, 102, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.924317, -102.242831
 01DPR0738B, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MARÍA ELENA CABRAL MEDINA, CALLE VILLA DEL RÍO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.925555, -102.250833
 01DPR0740Q, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, MARTA E. GALLARDO TOPETE, CALLE MAESTRO JUAN ARELLANO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.896195, -102.240909
 01DPR0742O, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, MARÍA ELENA CABRAL MEDINA, CALLE VILLA DEL RÍO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.925555, -102.250833
 01DPR0743N, 1 - MATUTINO  , PRIMARIA, PÚBLICO, MARGARITA MARÍA ZORRILLA FIERRO, CALLE TLONE, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.834687, -102.250324
 01DPR0745L, 2 - VESPERTINO  , PRIMARIA, PÚBLICO, NIÑOS HÉROES, AVENIDA MAHATMA GANDHI, 999, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.827641, -102.29374
 01DPR0747J, 1 - MATUTINO  , PRIMARIA, PÚBLICO, JESÚS ÁLVAREZ GUTIÉRREZ, AVENIDA MAHATMA GANDHI, 0, RURAL, SAN GERARDO [CONDOMINIO], AGUASCALIENTES, 21.805175, -102.291217
 01DPT0001J, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, PLANTEL CONALEP 063 AGUASCALIENTES II, CALLE GREGORIO RUIZ VELASCO, 301, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.83644, -102.284941
 01DPT0002I, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, PLANTEL CONALEP 016 PROFR. J. REFUGIO ESPARZA REYES, CALLE COSIO, 201, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.883918, -102.287985
 01DPT0004G, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, PLANTEL CONALEP 284 AGUASCALIENTES III, CALLE SEBASTIAN DE LARA, 103, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.899831, -102.272175
 01DPT0006E, 2 - VESPERTINO 1 - MATUTINO  , MEDIA SUPERIOR, PÚBLICO, PLANTEL CONALEP 318 AGUASCALIENTES IV, CALLE LOMA HUASTECA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.847575, -102.259832
 01DST0001G, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 1 JOSE REYES MARTINEZ, AVENIDA CONVENCION NORTE, 2111, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.896634, -102.307822
 01DST0002F, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 2, CALLE AQUILES ELOURDY, 902, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.880548, -102.316619
 01DST0005C, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 5 GENARO REYNA SOTO, CALLE JOSE F. ELIZONDO PROLONGACIÓN SUR, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.876143, -102.300813
 01DST0013L, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 13, CALLE EMILIANO ZAPATA, 0, RURAL, EL SALTO DE LOS SALADO, AGUASCALIENTES, 21.755833, -102.377778
 01DST0020V, 2 - VESPERTINO (INACTIVO) 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 20, CALLE RIO RHIN, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.894984, -102.321517
 01DST0021U, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 21 AGUSTIN LOPEZ ORTEGA, CALLE LUIS MOYA, 601, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.848661, -102.311927
 01DST0022T, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 22 NAZARIO S. ORTIZ GARZA, AVENIDA HEROICO COLEGIO MILITAR, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.888814, -102.276347
 01DST0024R, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 24 J. ISABEL DURON HERNANDEZ, AVENIDA AGUILA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.849946, -102.297954
 01DST0029M, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 26 HIMNO NACIONAL, CALLE BARRANCO, 202, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.879887, -102.255661
 01DST0030B, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 27 BENEMERITO DE LAS AMERICAS, CALLE FRANCISCO I. MADERO, 0, RURAL, PEÑUELAS (EL CIENEGAL), AGUASCALIENTES, 21.7225, -102.275833
 01DST0031A, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 28 RAFAEL VILLEDA HERNANDEZ, CALLE J. ACEVES DIAZ DE SANDI, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.855998, -102.310599
 01DST0034Y, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 31, CALLE GALERIAS, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.860084, -102.310305
 01DST0035X, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 32 FRANCISCO AGUAYO MORA, CALLE CHICHEN ITZA, 1101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.859343, -102.253358
 01DST0036W, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 33, CALLE LA MANZANA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.882372, -102.249039
 01DST0037V, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 34 FRIDA KAHLO CALDERON, CALLE FRIDA KALHO, 101, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.918032, -102.264957
 01DST0038U, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 35 JAIME SABINES, AVENIDA SALUD, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.869914, -102.237344
 01DST0040I, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 37 JUAN JACOBO ROUSSEAU, CALLE CABUYA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.874355, -102.232165
 01DST0041H, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 38 MARIO AGUILERA DORANTES, CALLE CULTURA TOTONACA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.909849, -102.24029
 01DST0044E, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TECNICA NUM. 41, AVENIDA VALLE DE LOS ROMEROS, 901, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.933484, -102.263955
 01DST0045D, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TÉCNICA NÚM. 42 DOLORES CASTRO VARELA, CALLE MAESTRO ISMAEL RODRÍGUEZ NEGRETE, 601, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.89491, -102.241107
 01DST0046C, 2 - VESPERTINO 1 - MATUTINO  , SECUNDARIA, PÚBLICO, SECUNDARIA TÉCNICA NÚM. 43 SATURNINO HERRÁN, AVENIDA COLINAS DE SAN PATRICIO, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.889104, -102.23226
 01DST0047B, 1 - MATUTINO 2 - VESPERTINO (INACTIVO)  , SECUNDARIA, PÚBLICO, SECUNDARIA TÉCNICA NÚM. 44 JESÚS ÁLVAREZ GUTIÉRREZ, AVENIDA MAHATMA GANDHI, 0, RURAL, SAN GERARDO [CONDOMINIO], AGUASCALIENTES, 21.805175, -102.291217
 01DTV0001U, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 1 PLUTARCO ELIAS CALLES, CALLE HIDALGO, 0, RURAL, CENTRO DE ARRIBA (EL TARAY), AGUASCALIENTES, 21.730833, -102.498333
 01DTV0006P, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 6 JAIME TORRES BODET, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, RURAL, LOS CAÑOS, AGUASCALIENTES, 21.781667, -102.4675
 01DTV0019T, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 19 ENRIQUE C. REBSAMEN, AVENIDA INDEPENDENCIA, 2513, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.940437, -102.297136
 01DTV0029Z, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, TELESECUNDARIA NUM. 29 GUSTAVO DIAZ ORDAZ, AVENIDA ZENZONTLE, 0, RURAL, LOS CUERVOS (LOS OJOS DE AGUA), AGUASCALIENTES, 21.730614, -102.162705
 01DTV0030P, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 30 JOSE VASCONCELOS, NINGUNO NINGUNO, 0, URBANO, SAN ANTONIO DE PEÑUELAS, AGUASCALIENTES, 21.674167, -102.301389
 01DTV0032N, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 32 MANUEL M. PONCE, CALLE MANUEL M. PONCE, 100, RURAL, LOS NEGRITOS, AGUASCALIENTES, 21.8725, -102.3425
 01DTV0033M, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 33 VALENTIN GOMEZ FARIAS, AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS, 0, URBANO, JALTOMATE, AGUASCALIENTES, 22.015278, -102.145833
 01DTV0034L, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 34 LAZARO CARDENAS DEL RIO, CALLE FRANCISCO I. MADERO, 0, RURAL, SAN IGNACIO, AGUASCALIENTES, 21.891389, -102.340278
 01DTV0045R, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 45 ENRIQUE OLIVARES SANTANA, CALLE DIAMANTES, 113, URBANO, NORIAS DE OJOCALIENTE, AGUASCALIENTES, 21.889444, -102.215556
 01DTV0049N, 1 - MATUTINO 2 - VESPERTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 49 FRANCISCO VILLA, NINGUNO NINGUNO, 0, RURAL, ARELLANO, AGUASCALIENTES, 21.800833, -102.274444
 01DTV0050C, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 50 BENITO JUAREZ, NINGUNO NINGUNO, 0, RURAL, SAN PEDRO CIENEGUILLA, AGUASCALIENTES, 21.716389, -102.411944
 01DTV0057W, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 57 ADOLFO LOPEZ MATEOS, CAMINO VECINAL, 101, RURAL, CAÑADA GRANDE DE COTORINA, AGUASCALIENTES, 21.782222, -102.236389
 01DTV0060J, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 60 JUAN DE MONTORO, NINGUNO NINGUNO, 0, RURAL, MONTORO, AGUASCALIENTES, 21.775833, -102.293889
 01DTV0062H, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 62 JOSE MA. PINO SUAREZ, CALLE EX-HACIENDA LA CANTERA, 0, URBANO, AGUASCALIENTES, AGUASCALIENTES, 21.832767, -102.370332
 01DTV0067C, 1 - MATUTINO  , SECUNDARIA, PÚBLICO, ETV NUM. 67 MIGUEL BARRAGAN, AVENIDA JESUS MARIA, 0, URBANO, POCITOS, AGUASCALIENTES, 21.92219, -102.336733
